,pk_time,pk_mag,a1,a2,std_time,std_mag,std_a1,std_a2,chi_2,filter,name,dof,redshift
128,59345.06404620528,21.922234318218123,-4.066732621001356,0.4289159198346547,0.7147962031067556,0.03323045084064555,0.1758125553964878,0.025715740049858368,10.789241147836771,r,missing2 ,8.0,0.3721
129,59340.01661320074,22.4469461979531,-6.064330228880505,0.0895521599384916,1.2616426907977074,0.06965297983637792,1.1467106206132118,0.05575663959357656,10.9337339148165,g,missing2 ,7.0,0.3721
130,59303.3101945329,21.706286424311823,1.6028525622064507,0.09677252290583588,0.0009240627038017946,0.02405450768763509,0.6713530834499598,0.09081120537347945,99.26856423488798,g,2021hnk  ,20.0,0.5976
131,59309.55802587552,21.457309338909322,-3.0376440922497725,0.5527219190019904,0.3593542905960148,0.01819772445968363,0.2353863797948268,0.03888659781465422,336.34782561399095,r,2021hnk  ,17.0,0.5976
132,59310.95627330301,21.656439281081408,-0.2260516056433383,0.4740687775145544,0.9929766186798549,0.03553904715856916,0.048284642867890165,0.013034564545338344,45.57460160585344,z,2021hnk  ,12.0,0.5976
133,59334.23422985712,22.135198289835515,-4.002947269775688,0.21987155628248956,1.398810341588262,0.0881209405293751,0.5068090187175978,0.035235999998567163,38.964745651809054,g,2021jyj  ,12.0,0.1416
134,59336.5713245751,22.034292780020504,-1.1922684221584634,0.36823295976685216,0.7721224975190991,0.04185900093239441,0.10604869756193992,0.018343991624082814,31.712804588500628,r,2021jyj  ,8.0,0.1416
135,59331.25389850938,21.731930878563055,2.136833281844025,-0.5213534338724549,2.7894584887596054,0.10501448290736236,0.02526912791966164,0.007272560967457622,51.257802332064955,z,2021jyj  ,6.0,0.1416
136,59296.53900419762,19.80241222844631,-6.118977241441932,0.04115851691858409,0.21941023674704974,0.005366071018145522,0.20887477078074349,0.036719451609605436,3038.592875609378,g,2021gij  ,40.0,0.1866
137,59295.53800496996,19.73804617166926,0.2001674748506426,0.29024296760288465,0.3288645704378104,0.005493963563000019,0.07528325691795162,0.018296128508884856,3650.722598777712,r,2021gij  ,26.0,0.1866
138,59298.72680810102,20.49508827961978,1.9641963265972762,-0.42503740773491344,0.00048092330727994147,0.011782870473849384,0.025859835430913868,0.00750881863811474,546.9181073184994,z,2021gij  ,22.0,0.1866
139,59336.29282724757,22.09998227926884,-5.369649188521064,0.07500648575223806,1.183504806147148,0.06811525442694882,1.0959233428240878,0.05900252925010516,33.86408798335931,g,2021kow ,15.0,0.3969
140,59340.65712845572,21.947532346068122,-4.379001863896765,0.43512230292316156,0.9936614830057889,0.048090357107531734,0.18874382361156267,0.02691667732729589,10.865092983179299,r,2021kow ,7.0,0.3969
